CNPJ_BASICO;CNPJ_ORDEM;CNPJ_DV;IDENTIFICADOR_MATRIZ_FILIAL;NOME_FANTASIA;SITUACAO_CADASTRAL;DATA_SITUACAO_CADASTRAL;MOTIVO_SITUACAO_CADASTRAL;NOME_CIDADE_EXTERIOR;PAIS;DATA_INICIO_ATIVIDADE;CNAE_FISCAL_PRINCIPAL;CNAE_FISCAL_SECUNDARIA;TIPO_LOGRADOURO;LOGRADOURO;NUMERO;COMPLEMENTO;BAIRRO;CEP;UF;MUNICIPIO;DDD_1;TELEFONE_1;DDD_2;TELEFONE_2;DDD_FAX;FAX;CORREIO_ELETRONICO;SITUACAO_ESPECIAL;DATA_SITUACAO_ESPECIAL;ENDERECO_COMPLETO;CNAE_PRINCIPAL_FILTRO
"50357541";"0001";"40";"1";"";"02";"20230418";"00";"";"";"20230418";"0311601";"0312401";"RODOVIA";"SP-222 (IVO ZANELA) KM. 74,0";"S/N";"";"ILHA GRANDE";"11920000";"SP";"6507";"13";"88433152";"";"";"";"";"JONATASRODRIGOREGISTRO@GMAIL.COM";"";"";"RODOVIA, SP-222 (IVO ZANELA) KM. 74,0, S/N, ILHA GRANDE, 11920000, SP, 6507, Brasil";1
"50638796";"0001";"80";"1";"AGRORURAL PANTANAL DE CORUMBA-MS - AAPC";"02";"20221219";"00";"";"";"20221219";"0322101";"0121101,0151202";"ACAMPAMENTO";"ASSENTAMENTO TAQUARAL, AGROVILA III";"L55";"";"ZONA RURAL";"79301970";"MS";"9063";"67";"96443226";"";"";"";"";"JCFERREIRA14@GMAIL.COM";"";"";"ACAMPAMENTO, ASSENTAMENTO TAQUARAL, AGROVILA III, L55, ZONA RURAL, 79301970, MS, 9063, Brasil";1
"44859092";"0003";"05";"2";"SETTER - CAMAMU";"02";"20230512";"00";"";"";"20230512";"0321301";"0151201,0153901,0153902,0154700,0321302,0322101,0322102,1020101";"FAZENDA";"FORMIGA";"0";"KM    FAZ DENDE II";"ZONA RURAL";"45445000";"BA";"3415";"71";"35992896";"";"";"";"";"AECIO_BRITOS@HOTMAIL.COM";"";"";"FAZENDA, FORMIGA, 0, KM    FAZ DENDE II, ZONA RURAL, 45445000, BA, 3415, Brasil";1
"50822993";"0001";"55";"1";"";"02";"20230525";"00";"";"";"20230525";"0312401";"";"RUA";"CANDIDO DE OLIVEIRA CARVALHO";"907";"CASA";"VILA MERCEDES";"19802410";"SP";"6179";"18";"97459717";"18";"32817303";"18";"32811437";"RICARDOVALTER99745@GMAIL.COM";"";"";"RUA, CANDIDO DE OLIVEIRA CARVALHO, 907, CASA, VILA MERCEDES, 19802410, SP, 6179, Brasil";1
"50842565";"0001";"94";"1";"";"02";"20230526";"00";"";"";"20230526";"0322101";"0322102,0152101,0151201,0151202";"RODOVIA";"PREF CASEMITO TEIXEIRA";"KM 30";"";"ITIMIRIM";"11920000";"SP";"6507";"13";"96136017";"";"";"";"";"EMOCONTABILIDADE@HOTMAIL.COM";"";"";"RODOVIA, PREF CASEMITO TEIXEIRA, KM 30, ITIMIRIM, 11920000, SP, 6507, Brasil";1
"50853207";"0001";"87";"1";"COOPERATIVA MISTA BEIRA RIO";"02";"20230529";"00";"";"";"20230529";"0322101";"0133401,0133499,0135100,0210105,0322102,1020101,4623105,4634603,4637199";"RUA";"JOAO PEDRO BENTES";"366";"";"MORAESZAO";"68786000";"PA";"0539";"91";"88387500";"";"";"";"";"KLEUNOGUEIRA@HOTMAIL.COM";"";"";"RUA, JOAO PEDRO BENTES, 366, MORAESZAO, 68786000, PA, 0539, Brasil";1
"17231768";"0002";"50";"2";"";"02";"20230102";"00";"";"";"20230102";"0322101";"";"SITIO";"BELA VISTA";"SN";"";"ZONA RURAL";"19275000";"SP";"7255";"18";"98200904";"";"";"";"";"CRISTINACESCO@HOTMAIL.COM";"";"";"SITIO, BELA VISTA, SN, ZONA RURAL, 19275000, SP, 7255, Brasil";1
"08977165";"0002";"00";"2";"";"02";"20230602";"00";"";"";"20230602";"0322101";"";"FAZENDA";"LAGOINHA - CHACARA ASPIPER";"SN";"";"ZONA RURAL";"19470000";"SP";"6927";"18";"97705041";"";"";"";"";"ORPAC.RURAL@YAHOO.COM";"";"";"FAZENDA, LAGOINHA - CHACARA ASPIPER, SN, ZONA RURAL, 19470000, SP, 6927, Brasil";1
"50946293";"0001";"72";"1";"PESQUEIRO FAVARETTO";"02";"20230605";"00";"";"105";"20230605";"0312401";"0312404,5611201,5611203";"ESTRADA";"ESTRADA APUCARANA BARREIRO";"S/N";"";"RURAL";"86818000";"PR";"7425";"43";"99307684";"0000";"00000000";"";"";"JESSICARIBEIRO47927@GMAIL.COM";"";"";"ESTRADA, ESTRADA APUCARANA BARREIRO, S/N, RURAL, 86818000, PR, 7425, Brasil";1
"50964874";"0001";"37";"1";"";"02";"20230301";"00";"";"";"20230301";"0312401";"";"RUA";"OLIVIO LAINE";"727";"";"CENTRO";"15750000";"SP";"7015";"17";"36331139";"";"";"17";"36331139";"GILSON@ESCRITORIOBATISTA.COM";"";"";"RUA, OLIVIO LAINE, 727, CENTRO, 15750000, SP, 7015, Brasil";1
