CNPJ_BASICO;CNPJ_ORDEM;CNPJ_DV;IDENTIFICADOR_MATRIZ_FILIAL;NOME_FANTASIA;SITUACAO_CADASTRAL;DATA_SITUACAO_CADASTRAL;MOTIVO_SITUACAO_CADASTRAL;NOME_CIDADE_EXTERIOR;PAIS;DATA_INICIO_ATIVIDADE;CNAE_FISCAL_PRINCIPAL;CNAE_FISCAL_SECUNDARIA;TIPO_LOGRADOURO;LOGRADOURO;NUMERO;COMPLEMENTO;BAIRRO;CEP;UF;MUNICIPIO;DDD_1;TELEFONE_1;DDD_2;TELEFONE_2;DDD_FAX;FAX;CORREIO_ELETRONICO;SITUACAO_ESPECIAL;DATA_SITUACAO_ESPECIAL;ENDERECO_COMPLETO;CNAE_PRINCIPAL_FILTRO
"04553251";"0001";"54";"1";"COOPERVIBRA";"02";"20181219";"00";"";"";"19800129";"0322101";"0151201,0153902,0161003,0311601,0312401,0321301,0321305,0322107,1020102,1099604,4712100";"TRAVESSA";"7 DE SETEMBRO";"SN";"";"CENTRO";"68725000";"PA";"0463";"91";"84393421";"";"";"";"";"MARIANOFONSECA@IG.COM.BR";"";"";"TRAVESSA, 7 DE SETEMBRO, SN, CENTRO, 68725000, PA, 0463, Brasil";1
"56204639";"0001";"43";"1";"";"02";"20010701";"00";"";"";"19860901";"0322199";"0321399";"AVENIDA";"PEDRO LESSA";"2706";"";"CENTRO";"11025002";"SP";"7071";"";"";"";"";"";"";"";"";"";"AVENIDA, PEDRO LESSA, 2706, CENTRO, 11025002, SP, 7071, Brasil";1
"04607783";"0001";"27";"1";"FRIGOPESCA";"02";"20051103";"00";"";"";"20010816";"0322101";"1020101";"";"BR 70";"SN";"KM 50";"FAZENDA ESTRELA CHAV";"78170000";"MT";"9121";"";"";"";"";"";"";"";"";"";"BR 70, SN, KM 50, FAZENDA ESTRELA CHAV, 78170000, MT, 9121, Brasil";1
"02901076";"0001";"13";"1";"PRONORTE RURAL";"02";"20191127";"00";"";"";"19981218";"0322101";"0121101,0122900,0133401";"RODOVIA";"SALVADOR DINIZ";"354";"LETRA C";"FAZENDINHA";"68911085";"AP";"0605";"96";"99713007";"";"";"";"";"WAGNERAFONSORODRIGUES21@GMAIL.COM";"";"";"RODOVIA, SALVADOR DINIZ, 354, LETRA C, FAZENDINHA, 68911085, AP, 0605, Brasil";1
"75830414";"0001";"47";"1";"BAR DO JOAO";"02";"20051103";"00";"";"";"19750319";"0322101";"0321301";"RUA";"CEL FRANCISCO M COSTA";"507";"";"CENTRO";"86350000";"PR";"7853";"";"";"";"";"";"";"";"";"";"RUA, CEL FRANCISCO M COSTA, 507, CENTRO, 86350000, PR, 7853, Brasil";1
"04732694";"0001";"02";"1";"";"02";"20051103";"00";"";"";"20011008";"0322101";"0321301";"RUA";"DR. CAMILO ERMELINDO DA SILVA";"719";"PARTE";"CENTRO";"79890000";"MS";"9089";"067";"4511426";"";"";"067";"4511426";"";"";"";"RUA, DR. CAMILO ERMELINDO DA SILVA, 719, PARTE, CENTRO, 79890000, MS, 9089, Brasil";1
"04750254";"0001";"88";"1";"PNATANAL PEIXES";"02";"20230127";"00";"";"";"20011019";"0322101";"0321301";"RODOVIA";"BR 262";"S/N";"KM 396";"ZONA RURAL";"79190000";"MS";"9159";"067";"2467330";"";"";"067";"2467082";"";"";"";"RODOVIA, BR 262, S/N, KM 396, ZONA RURAL, 79190000, MS, 9159, Brasil";1
"21304738";"0001";"12";"1";"LANCHONETE N S APARECIDA";"02";"20051103";"00";"";"";"19800207";"0322101";"0321301";"RUA";"AIRTON RODRIGUES LEITE";"533";"";"CENTRO";"37750000";"MG";"4779";"";"";"";"";"";"";"";"";"";"RUA, AIRTON RODRIGUES LEITE, 533, CENTRO, 37750000, MG, 4779, Brasil";1
"39525522";"0001";"42";"1";"MEXILHAO RIO";"02";"19990814";"00";"";"";"19921016";"0322101";"0321301";"AVENIDA";"CARLOS ERMELINDO MARINS";"294";"";"JURUJUBA";"24370190";"RJ";"5865";"21";"99401726";"";"";"";"";"ALMARJ@IG.COM.BR";"";"";"AVENIDA, CARLOS ERMELINDO MARINS, 294, JURUJUBA, 24370190, RJ, 5865, Brasil";1
"75543777";"0002";"82";"2";"";"02";"20051103";"00";"";"";"19860701";"0311601";"0312401";"";"LOC  CHACARA";"SN";"";"RINCAO S FRANCISCO";"85853310";"PR";"7563";"";"";"";"";"";"";"";"";"";"LOC  CHACARA, SN, RINCAO S FRANCISCO, 85853310, PR, 7563, Brasil";1
"77684876";"0001";"29";"1";"BAR DO PONTO";"02";"20051103";"00";"";"";"19831021";"0322101";"0321301";"AVENIDA";"JOAO GOMES REDONDO";"349";"";"PARQUE ALVAMAR";"87113320";"PR";"8461";"";"";"";"";"";"";"";"";"";"AVENIDA, JOAO GOMES REDONDO, 349, PARQUE ALVAMAR, 87113320, PR, 8461, Brasil";1
"01472278";"0001";"24";"1";"";"02";"20150209";"00";"";"";"19960920";"0322101";"0321301";"AVENIDA";"JOSE BENTO RIB DANTAS";"100";"LOJA 17";"ARM BUZIOS";"28922150";"RJ";"5813";"";"";"";"";"";"";"";"";"";"AVENIDA, JOSE BENTO RIB DANTAS, 100, LOJA 17, ARM BUZIOS, 28922150, RJ, 5813, Brasil";1
"22309074";"0001";"47";"1";"BAR E MERCEARIA REZENDE";"02";"20051103";"00";"";"";"19860903";"0322101";"0321301";"RUA";"LINDOLFO H DE AQUINO";"44";"";"HUMAITA";"36083786";"MG";"4733";"";"";"";"";"";"";"";"";"";"RUA, LINDOLFO H DE AQUINO, 44, HUMAITA, 36083786, MG, 4733, Brasil";1
"07105626";"0001";"01";"1";"";"02";"20041118";"00";"";"";"20041118";"0312401";"5611203";"RUA";"TREZE DE MAIO";"010";": SITIO BELMONTE;";"JARDIM MARTINELLI (SOUSAS)";"13106054";"SP";"6291";"19";"33687180";"";"";"";"";"FISCAL@DGLNET.COM.BR";"";"";"RUA, TREZE DE MAIO, 010, : SITIO BELMONTE, JARDIM MARTINELLI (SOUSAS), 13106054, SP, Brasil";1
"07111884";"0001";"09";"1";"";"02";"20041122";"00";"";"";"20041122";"0322101";"0321301";"ESTRADA";"GERAL SERTAO DO CAMPO";"S/N";"";"SERTAO DO CAMPO";"88130005";"SC";"8233";"";"";"";"";"";"";"";"";"";"ESTRADA, GERAL SERTAO DO CAMPO, S/N, SERTAO DO CAMPO, 88130005, SC, 8233, Brasil";1
"01538686";"0001";"31";"1";"BAR RIO ENCANTADO";"02";"20051103";"00";"";"";"19961119";"0322101";"5590699,5611201,8230002,9319199";"RODOVIA";"SC. 434";"6111";"KM 05";"AREIAS DE PALHOCA";"88495000";"SC";"8113";"";"";"";"";"";"";"";"";"";"RODOVIA, SC. 434, 6111, KM 05, AREIAS DE PALHOCA, 88495000, SC, 8113, Brasil";1
"41579418";"0001";"82";"1";"";"02";"20010701";"00";"";"";"19920723";"0322101";"0321301";"RUA";"PADRE CUSTODIO";"50";"";"CENTRO";"62930000";"CE";"1453";"";"";"";"";"";"";"";"";"";"RUA, PADRE CUSTODIO, 50, CENTRO, 62930000, CE, 1453, Brasil";1
