CNPJ_BASICO;CNPJ_ORDEM;CNPJ_DV;IDENTIFICADOR_MATRIZ_FILIAL;NOME_FANTASIA;SITUACAO_CADASTRAL;DATA_SITUACAO_CADASTRAL;MOTIVO_SITUACAO_CADASTRAL;NOME_CIDADE_EXTERIOR;PAIS;DATA_INICIO_ATIVIDADE;CNAE_FISCAL_PRINCIPAL;CNAE_FISCAL_SECUNDARIA;TIPO_LOGRADOURO;LOGRADOURO;NUMERO;COMPLEMENTO;BAIRRO;CEP;UF;MUNICIPIO;DDD_1;TELEFONE_1;DDD_2;TELEFONE_2;DDD_FAX;FAX;CORREIO_ELETRONICO;SITUACAO_ESPECIAL;DATA_SITUACAO_ESPECIAL;ENDERECO_COMPLETO;CNAE_PRINCIPAL_FILTRO
"25802307";"0001";"37";"1";"BAR NOSSA SENHORA APARECIDA";"02";"20051103";"00";"";"";"19890511";"0322101";"0321301";"RUA";"SANTOS DUMONT";"135";"";"CENTRO";"37310000";"MG";"4149";"";"";"";"";"";"";"";"";"";"RUA, SANTOS DUMONT, 135, CENTRO, 37310000, MG, 4149, Brasil";1
"81480477";"0001";"13";"1";"";"02";"20061221";"00";"";"";"19890825";"0322101";"0321301";"RUA";"SETE";"8";"";"VILA COR CLAUDIO";"84032455";"PR";"7777";"";"";"";"";"";"";"";"";"";"RUA, SETE, 8, VILA COR CLAUDIO, 84032455, PR, 7777, Brasil";1
"45528262";"0001";"61";"1";"BAR E MERCEARIA CAMARGO";"02";"20051103";"00";"";"";"19810224";"0322101";"0321301";"RUA";"ARTUR GONCALVES";"404";"";"VILA HELENA";"18071160";"SP";"7145";"";"";"";"";"";"";"";"";"";"RUA, ARTUR GONCALVES, 404, VILA HELENA, 18071160, SP, 7145, Brasil";1
"26279224";"0001";"78";"1";"BAR E MERCEARIA REI DO APERITIVO";"02";"20051103";"00";"";"";"19891116";"0322101";"0321301";"RUA";"MARIA OLESIA DE SA";"173";"";"SANTA TEREZINHA";"38180232";"MG";"4079";"";"";"";"";"";"";"";"";"";"RUA, MARIA OLESIA DE SA, 173, SANTA TEREZINHA, 38180232, MG, 4079, Brasil";1
"28878148";"0001";"42";"1";"FAZENDA MONTE CRISTO";"02";"20080725";"00";"";"";"19840806";"0322101";"0210101,4724500";"ESTRADA";"RIO GRANDE DE CIMA";"S/N";"";"1º DISTRITO";"28610000";"RJ";"5867";"22";"96118578";"";"";"";"";"";"";"";"ESTRADA, RIO GRANDE DE CIMA, S/N, 1º DISTRITO, 28610000, RJ, 5867, Brasil";1
"49346018";"0001";"39";"1";"";"02";"20051103";"00";"";"";"19820318";"0322101";"0321301";"RUA";"FRANCISCO SIRACUSA";"129";"";"PARQUE FONGARO";"04257080";"SP";"7107";"";"";"";"";"";"";"";"";"";"RUA, FRANCISCO SIRACUSA, 129, PARQUE FONGARO, 04257080, SP, 7107, Brasil";1
"04479622";"0001";"03";"1";"";"02";"20051103";"00";"";"";"19770719";"0322101";"0161003,1091101,4712100,5611203,4784900";"RODOVIA";"AM 070, EST. ACUTUBA, RM. BIRIBAZAL";"S/N";"LOTE: 75; : SITIO KOHATA;";"ZONA RURAL";"69415000";"AM";"9835";"92";"96583495";"";"";"92";"81124130";"www.star@interlins.com.br";"";"";"RODOVIA, AM 070, EST. ACUTUBA, RM. BIRIBAZAL, S/N, LOTE: 75, : SITIO KOHATA, ZONA RURAL, 69415000, Brasil";1
"66534744";"0001";"02";"1";"";"02";"20050624";"00";"";"";"19910712";"0312401";"5510801,5611201,0322101";"ESTRADA";"DO SP 50";"SN";"KM 10";"RIO PRETO";"12450000";"SP";"7065";"";"";"";"";"";"";"";"";"";"ESTRADA, DO SP 50, SN, KM 10, RIO PRETO, 12450000, SP, 7065, Brasil";1
"86694056";"0001";"09";"1";"";"02";"20031018";"00";"";"";"19940210";"0311601";"0311602,4634603";"AVENIDA";"CALISTRATO MULLER SALLES";"2231";"GALPAO";"PORTINHO";"88790000";"SC";"8185";"48";"32228161";"48";"32233351";"48";"32228161";"orsec.george@hotmail.com";"";"";"AVENIDA, CALISTRATO MULLER SALLES, 2231, GALPAO, PORTINHO, 88790000, SC, 8185, Brasil";1
"68805803";"0001";"57";"1";"BAR LANCHONETE NOSSA SENHORA APARECIDA";"02";"20200126";"00";"";"";"19930222";"0322101";"0321301";"RUA";"TOBIAS DE MACEDO JUNIOR";"787";"";"SANTO INACIO";"82010310";"PR";"7535";"";"";"";"";"";"";"";"";"";"RUA, TOBIAS DE MACEDO JUNIOR, 787, SANTO INACIO, 82010310, PR, 7535, Brasil";1
